?????? (?)	????????? ?? ($)	????????? ?? ($)	??????????	??????????? (%)
24	-4400	-4300	49	0,0699
24	-4300	-4200	44	0,0628
24	-4200	-4100	59	0,0842
24	-4100	-4000	70	0,0999
24	-4000	-3900	69	0,0985
24	-3900	-3800	77	0,1099
24	-3800	-3700	88	0,1256
24	-3700	-3600	102	0,1456
24	-3600	-3500	117	0,167
24	-3500	-3400	132	0,1884
24	-3400	-3300	152	0,2169
24	-3300	-3200	158	0,2255
24	-3200	-3100	179	0,2554
24	-3100	-3000	181	0,2583
24	-3000	-2900	202	0,2883
24	-2900	-2800	208	0,2968
24	-2800	-2700	211	0,3011
24	-2700	-2600	242	0,3453
24	-2600	-2500	289	0,4124
24	-2500	-2400	273	0,3896
24	-2400	-2300	322	0,4595
24	-2300	-2200	315	0,4495
24	-2200	-2100	402	0,5736
24	-2100	-2000	400	0,5708
24	-2000	-1900	389	0,5551
24	-1900	-1800	423	0,6036
24	-1800	-1700	491	0,7006
24	-1700	-1600	481	0,6864
24	-1600	-1500	552	0,7877
24	-1500	-1400	605	0,8633
24	-1400	-1300	629	0,8976
24	-1300	-1200	756	1,0788
24	-1200	-1100	842	1,2015
24	-1100	-1000	900	1,2843
24	-1000	-900	1133	1,6168
24	-900	-800	1191	1,6995
24	-800	-700	1393	1,9878
24	-700	-600	1549	2,2104
24	-600	-500	1734	2,4744
24	-500	-400	2057	2,9353
24	-400	-300	2463	3,5147
24	-300	-200	2905	4,1454
24	-200	-100	3746	5,3455
24	-100	0	4780	6,821
24	0	100	4923	7,025
24	100	200	3689	5,2641
24	200	300	2978	4,2496
24	300	400	2532	3,6131
24	400	500	2111	3,0124
24	500	600	1870	2,6685
24	600	700	1659	2,3674
24	700	800	1481	2,1134
24	800	900	1246	1,778
24	900	1000	1110	1,5839
24	1000	1100	1061	1,514
24	1100	1200	837	1,1944
24	1200	1300	808	1,153
24	1300	1400	746	1,0645
24	1400	1500	729	1,0403
24	1500	1600	668	0,9532
24	1600	1700	577	0,8234
24	1700	1800	580	0,8276
24	1800	1900	575	0,8205
24	1900	2000	452	0,645
24	2000	2100	468	0,6678
24	2100	2200	388	0,5537
24	2200	2300	351	0,5009
24	2300	2400	305	0,4352
24	2400	2500	255	0,3639
24	2500	2600	287	0,4095
24	2600	2700	254	0,3625
24	2700	2800	219	0,3125
24	2800	2900	215	0,3068
24	2900	3000	160	0,2283
24	3000	3100	159	0,2269
24	3100	3200	174	0,2483
24	3200	3300	161	0,2297
24	3300	3400	145	0,2069
24	3400	3500	127	0,1812
24	3500	3600	112	0,1598
24	3600	3700	157	0,224
24	3700	3800	104	0,1484
24	3800	3900	129	0,1841
24	3900	4000	99	0,1413
24	4000	4100	93	0,1327
24	4100	4200	92	0,1313
24	4200	4300	75	0,107
24	4300	4400	83	0,1184
24	4400	4500	63	0,0899
24	4500	4600	72	0,1027
24	4600	4700	51	0,0728
24	4700	4800	45	0,0642
24	4800	4900	30	0,0428
24	4900	5000	35	0,0499
24	5000	5100	25	0,0357
24	5100	5200	29	0,0414
24	5200	5300	41	0,0585
24	5300	5400	31	0,0442
24	5400	5500	30	0,0428
24	5500	5600	21	0,03
24	5600	5700	31	0,0442
24	5700	5800	27	0,0385
24	5800	5900	14	0,02
24	5900	6000	21	0,03
24	6000	6100	13	0,0186
24	6100	6200	18	0,0257
24	6200	6300	11	0,0157
24	6300	6400	11	0,0157
24	6400	6500	15	0,0214
24	6500	6600	10	0,0143
24	6600	6700	10	0,0143
24	6700	6800	11	0,0157
24	6800	6900	11	0,0157
24	6900	7000	7	0,01
24	7000	7100	11	0,0157
24	7100	7200	5	0,0071
24	7200	7300	7	0,01
24	7300	7400	6	0,0086
24	7400	7500	6	0,0086
24	7500	7600	1	0,0014
24	7600	7700	3	0,0043
24	7700	7800	3	0,0043
24	7800	7900	4	0,0057
24	7900	8000	3	0,0043
24	8000	8100	3	0,0043
24	8100	8200	1	0,0014
24	8200	8300	3	0,0043
24	8300	8400	3	0,0043
24	8400	8500	1	0,0014
24	8500	8600	4	0,0057
24	8600	8700	2	0,0029
24	8700	8800	1	0,0014
24	8800	8900	1	0,0014
